DISTRICT,MONTH,DAY_OF_WEEK,HOUR,Median Age,White Alone,Black / African American,Hispanic,Asian Alone,Other Races,Less than High School,High School Graduate,Some College,Bachelor's Degree or more,Poverty rate,AIRCRAFT,ARSON,ASSAULT,ASSEMBLY OR GATHERING VIOLATIONS,AUTO THEFT,BALLISTICS,BIOLOGICAL THREAT,BOMB HOAX,BURGLARY,CONFIDENCE GAMES,COUNTERFEITING,DISORDERLY CONDUCT,DRUG VIOLATION,EMBEZZLEMENT,EVADING FARE,EXPLOSIVES,FIRE RELATED REPORTS,FIREARM DISCOVERY / VIOLATIONS,FRAUD,GAMBLING,HARASSMENT,HARBOR RELATED INCIDENTS,HOME INVASION,HOMICIDE,HUMAN TRAFFICKING,INVESTIGATE PERSON,INVESTIGATE PROPERTY,LANDLORD/TENANT DISPUTES,LARCENY,LICENSE PLATE RELATED INCIDENTS,LICENSE VIOLATION,LIQUOR VIOLATION,MANSLAUGHTER,MEDICAL ASSISTANCE,MISSING PERSON REPORTED / LOCATED,MOTOR VEHICLE ACCIDENT RESPONSE,OFFENSES AGAINST CHILD / FAMILY,OPERATING UNDER THE INFLUENCE,OTHER,PHONE CALL COMPLAINTS,POLICE SERVICE INCIDENTS,PRISONER RELATED INCIDENTS,PROPERTY LOST / FOUND,PROPERTY RELATED DAMAGE,PROSTITUTION,RESTRAINING ORDER VIOLATIONS,ROBBERY,SEARCH WARRANTS,SERVICE,TOWED,VANDALISM,VERBAL DISPUTES,VIOLATIONS,WARRANT ARRESTS
A1,7.033407975991718,4.034134306592369,12.513944549176841,32.98614085306902,0.700315944070446,0.029172720376813874,0.06794396318637169,0.17521160640501876,0.027453710359960498,0.09499451949135947,0.07570131457287323,0.09042541377774739,0.7361185400047255,0.15350669356636654,0.006881365262868154,0.05239357535445863,18.347000238028738,0.9860763917857462,2.386012635927033,0.12758278201810008,0.01163969166414691,0.10754081335542894,3.0106718707280193,2.511930823598895,0.8375491891475142,2.644447834476525,9.929156415068137,0.27291970983650143,0.4000724318913294,0.006881365262868154,0.8966214894983587,1.0356220664995035,5.486446285061651,0.0,1.7541487581972781,0.13008403284408246,0.0038962658188392246,0.03120151533220514,0.0,9.10502716653802,8.158306948241895,0.13341660181299483,35.157175504576095,0.11154920544819406,3.6373134128659235,0.7610514440887592,0.0,12.813312751245379,1.1972903441627338,14.372186449129407,0.05055218060263638,0.18881648816723506,10.183431261005902,0.015328461994249103,2.484162118060741,0.24380959838764749,15.02552493477205,0.42165473949133986,0.20786176711549034,0.4386523201860306,3.255942259094644,0.26195827503574515,0.07996381542424429,7.239948216620097,7.067827049286275,1.5946395558308308,1.8184164990899898,6.784553402434875
A15,6.990224357230062,3.8260406961641684,13.093500263646527,34.9,0.7196666666666666,0.06383333333333334,0.1135,0.08033333333333333,0.022833333333333334,0.08848333333333334,0.1375,0.11649999999999999,0.6493333333333333,0.1718333333333333,0.0,0.03586477715302663,5.606625599790086,0.07802215309143824,1.494842879803812,0.12473306538831924,0.0,0.03653103766019385,1.4647334292938605,0.756478056865974,0.23714681782387403,0.4357313273154027,3.9544111113455007,0.07729540843843312,0.0973032780527587,0.025813171887501197,0.6326295081567609,0.5373149152816319,2.6879933331635346,0.0,1.4358244996959317,0.08787055627847919,0.0,0.01730174589675541,0.0,6.724019376007575,2.9967843273011154,0.15704773637164204,11.871901327952473,0.07864149487322131,0.21711783508659943,0.035861785014068955,0.0,6.840396938558214,1.3827453417516684,12.020389943079223,0.14215742184723815,0.14248045364331258,3.8618448574454827,0.01716974005013564,2.0447293510405546,0.08894846088403037,3.4755641655998613,0.3540845932643313,0.0,0.35435883412306285,0.9445779718003933,0.25305310355794436,0.16654126776067663,4.608553115408491,5.03788543671704,2.5704825202152324,1.191922019850854,1.1927590989144206
A7,6.96722581372578,3.9624415679782525,13.07650057876898,32.86666666666667,0.33383333333333337,0.026833333333333334,0.5604999999999999,0.041166666666666664,0.03816666666666667,0.29741666666666666,0.27799999999999997,0.152,0.25133333333333335,0.18500000000000003,0.2201123120255383,0.01816074089310715,5.46732226350142,0.09174134999378382,1.4151218607760514,0.10559341646993013,0.0,0.018149343272521257,1.7663744486779882,0.4229414969542676,0.2203466065019087,0.4522888494086557,4.0489066715406095,0.057676982490030615,0.08378370026802429,0.0071239372817915965,0.5260966352705815,0.4367455805096294,1.6306217319206793,0.0,1.241259981968345,0.1877905214499002,0.01069625893363313,0.04336942326220325,0.0,4.785752087023614,2.0550105713301052,0.25522512770175904,6.64411783270301,0.237538498891374,0.4884454512116148,0.07551594359239945,0.0035263666433926473,7.143408478795233,1.5970216061174396,7.702074131749691,0.09728810648987707,0.24126165058120422,3.6677198512670803,0.0,0.7264705591255775,0.018114785884658265,2.5492146305132626,0.23570804261577563,0.0037046092748597805,0.33253887283532996,1.2383252187925293,0.12291133485477403,0.13788135836596047,3.3297431574856104,4.537581073764197,2.676014526429489,1.435600321860042,1.29631708433468
B2,6.929485332916232,3.9135534567771635,13.237799047357242,30.09726664426886,0.22436777270054944,0.3899671820218569,0.263748131675201,0.07966342172560924,0.04244854389247651,0.20636148464263757,0.24702489352702317,0.22305194892770128,0.31970257622729004,0.34878195993864686,0.008670733240556488,0.07467672211236803,13.92412781496588,1.148444241405998,3.355045128290645,0.907930813204441,0.0,0.04208350043105343,3.4382342065284277,1.0118182323247822,0.5577991141603518,0.9854686898743177,7.695855732184562,0.05088503856066722,0.1454210442531325,0.022009690834987425,0.9573758413211001,1.8498286040666996,3.3047361818711174,0.0022773336977067247,2.7081157707068115,0.004359749052844518,0.03995893500251549,0.18363679135657374,0.002200539572303129,9.521260214158351,5.960605117511494,0.6469222946612608,14.60435044144022,0.23754780433878722,0.1888048505949572,1.7334055497232868,0.002250822675687964,11.486694141825497,6.127904074218365,19.29854766577509,0.24027016152914493,0.22755690995057024,10.196329044487442,0.002250822675687964,1.1063660492711198,0.12098790677121417,6.543349432393775,0.26651135582275143,0.10016358936407281,0.8055318021823248,2.378503905201836,0.7021330033273198,0.14501100194695415,3.4174526865526293,8.010382916515299,9.089828978453967,4.043674389661974,3.6921021739966964
B3,6.984169999067185,3.949745857981377,13.27507369805393,37.06666666666667,0.0645,0.7238333333333333,0.15716666666666665,0.0195,0.034833333333333334,0.17313333333333333,0.3345,0.30616666666666664,0.18366666666666667,0.20299999999999999,0.0,0.11124253589150257,29.772719482350297,0.19267380147471005,7.235104128617991,2.074827479533741,0.0,0.019199182952464842,7.387652773184033,2.310037889426051,1.2640158903620053,1.4848187426992876,14.368262519017932,0.11651060161844536,0.3707432460296231,0.0688250855810596,2.4965113519171718,3.784902503455786,7.294309827740957,0.0,5.863419640618614,0.0,0.07750006798174779,0.5266559715943248,0.012975931025399864,26.67245750766894,16.71056998665102,3.191079273591106,22.594080905958098,0.8592940818793459,0.5270613517502032,1.0854503112540164,0.006513978998931708,23.478276262375484,19.11930215957485,37.20353327962129,0.7140351823262409,0.5301307549700195,19.619724362138435,0.04653481894272251,3.2492583737318785,0.23984010562616345,13.211096027468157,0.7136092214216196,0.019437883051868016,2.3602193555332684,4.850676805615211,1.7694513744216398,0.3966453441565567,7.647782914441329,19.24756748185585,26.807096829071284,8.484070573293115,4.878209785345581
C11,6.9543683772314155,3.935198605721086,13.067815575052819,33.13333333333333,0.21983333333333333,0.43083333333333335,0.18516666666666667,0.10099999999999999,0.063,0.19095000000000004,0.29083333333333333,0.23416666666666666,0.27166666666666667,0.22766666666666666,0.0,0.01592251469198696,6.339769999493903,0.06376131388597041,1.8866444412852836,0.42849576789568977,0.0,0.00928765845813912,1.9118107736062482,0.7826916727518513,0.456024451726488,0.35902131098531664,3.9376403811353757,0.06112752069026251,0.07328924716952487,0.016113013140467168,0.5552901746082832,0.7261026392904263,1.7032504909727006,0.002646615904573617,1.0905952206961809,0.009431931380243506,0.019845463882357885,0.0666384347647512,0.0013233079522868086,5.761950794192463,3.2818855288384623,0.3902009281435337,7.798459222820451,0.30828577763425485,0.1986396017372313,0.04659359546314177,0.002669613920434827,6.671992747532417,3.2344628032662164,10.581002160262404,0.11426107848227891,0.14393262187851716,4.6353387650001725,0.0013132769674858889,0.6331532830219866,0.058354054433776746,3.370321384978037,0.23172147241253463,0.08907771637415796,0.536698158877966,1.2591344915888,0.2231586717304781,0.09860886157808962,2.5837179656424394,4.759928007805577,4.975175635401864,1.6872602607662979,1.881792260177166
C6,6.992721047336793,3.969458221770663,12.7684133131928,32.15326898900599,0.773606832782542,0.05252903106058606,0.09993008148868521,0.052458819441651504,0.021452868253348217,0.07940619880733753,0.14951896989650032,0.12372798548539331,0.6426072971030562,0.1451669910397245,0.0,0.028997238851719495,10.160311318232253,0.1746566237237188,3.3691964284044116,0.36552873032725475,0.0,0.05361702271494188,3.003374486856116,1.6238169118187429,0.5926743473150196,1.0570170712623952,9.119377121531635,0.23017899823070676,0.1675170173281546,0.012338755218941616,0.7749446539966178,0.8387100919896994,3.0260417028835302,0.0,2.080304631261995,0.23649050945308325,0.021098320319379107,0.046033458810247306,0.0,9.038002795956201,4.437493763695961,0.1300955992634286,18.842119953330887,0.28855819091566487,1.5021533110806047,0.1864396146019741,0.0,10.908060096823037,1.863379215856088,16.592766013000276,0.22844396522422786,0.1648726824225747,6.760308081216144,0.021068537717271987,1.2527467988613223,0.16597470334112993,7.041019976416982,0.5031790468134245,0.07855438412249736,0.3737938689164863,1.5917267330502824,0.24883987646207664,0.13962310166411573,8.755470773820823,7.343610608986875,3.470134980979505,1.363744349025094,3.342218978389224
D14,7.051409422240667,3.976168901727721,12.820424594453181,28.934509253407587,0.6204947887290185,0.04633670955869193,0.11737736460332353,0.17476170186236453,0.04081666810478093,0.07660984206245229,0.11828239698371723,0.13170155415991155,0.6736459636715156,0.2258059218221624,0.0,0.018280648627901797,4.221751665850479,0.18601994351797035,1.173923334944211,0.07191407553948352,0.0,0.0334608339145635,2.967467503883157,0.7268085963789198,0.456367366931163,0.3406619532340846,1.9218671464311627,0.0978918063175727,0.15467795752187755,0.0046339558961927445,0.626324729044024,0.28382702055527514,2.256026301757735,0.0,1.1589109171341103,0.0,0.011889989012244686,0.006954633715549005,0.00946232945235783,4.759215258596021,2.730182449692213,0.18883808065197671,8.748865752029234,0.1499834183090539,0.6519536609243589,0.13008628076398485,0.0,5.939270091645294,1.5904754355048267,9.296288704965407,0.08748350897136747,0.1550147543566416,2.8902965552598068,0.020944597927472577,0.4430615341325044,0.03512291532733023,3.4527143354554215,0.4035555776785922,0.10930970394406474,0.19790082270752432,0.5619750164365335,0.1941451250087054,0.09393245864682309,5.144273541471237,3.5981287638462702,1.7600913755550591,0.9177044557092082,0.6569672122552371
D4,7.006983514866334,3.955506739000754,12.983867580381682,30.529932632538586,0.6074776686639366,0.0733352201247196,0.11570691440669377,0.16730597713117398,0.03640617754950514,0.07496833440645882,0.09016544474728694,0.10638477426843791,0.7293933699467566,0.2648641664698126,0.00403564629120983,0.033831896574112966,9.089147851107741,0.13506452700804877,2.0908946597524225,0.14618483533387977,0.0,0.039866823175133605,3.117038426977556,1.5848578803996995,0.6212393458649524,0.9365515559962114,4.705978994607217,0.1904014157067561,0.16272045231766785,0.00980305810748316,0.542305496265449,0.4714236055553395,3.326952432284982,0.0,1.3773479947150395,0.00201254216275831,0.01410884714734375,0.02614595200975146,0.0,6.5212414374858225,3.835981565279823,0.1052187081430878,28.181770239275977,0.1034398146512573,0.9534335238705264,0.3410607412731698,0.00201254216275831,7.225306191664121,1.7330283810224467,9.644811623520855,0.07689802546423934,0.1465626751652187,5.428654470137836,0.016069609389325414,0.8181672309306989,0.10368577370060028,7.796102445669534,0.40657220685965845,0.04638147736803452,0.3174601504810383,1.7050758990491355,0.09460148543602143,0.07926215666063863,5.649420419812087,5.130293052514783,2.1663384005184763,1.369630856193406,2.9042078408033642
E13,6.97081289852587,3.8797551371046546,13.350468123925436,34.1,0.5471666666666667,0.119,0.23550000000000001,0.05833333333333333,0.0385,0.07948333333333334,0.13549999999999998,0.1386666666666667,0.6455000000000001,0.15083333333333335,0.0,0.02531299129697906,7.309471761852522,0.07096442645111045,1.934369321278538,0.43940792305581294,0.0,0.008172382184206357,3.2886137504531447,0.9038673855383598,0.7117699588262907,0.4748199831926403,5.687875322355768,0.05445841273526017,0.09954939643074186,0.01643892032429019,0.7387491401121503,0.7096844952936928,2.752678754296079,0.016957487578640348,1.6520985815210565,0.0,0.016841580100013683,0.08304794673816829,0.0,6.771060037858956,4.39997597968026,0.2946030925523753,13.715077776119939,0.1584193558826558,0.22943446543148938,0.11354938233381694,0.004239371894660087,9.916249495676068,2.7858391839306154,13.186113820991098,0.09628420885871708,0.16399067284798177,5.748415278337036,0.004239371894660087,0.6817835826266793,0.054488158996037005,4.951062219099673,0.43777471135463025,0.004254305357021306,0.3064047716529027,1.4415966311420176,0.3184787415268822,0.11981649265421375,5.2395946123517785,4.924821202695344,3.472187572197173,2.4983916773303396,2.159070075500068
